OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,,,CONTRACT_AMOUNT,CONTRACT_CURRENCY
ocds-0ud2q6-18572008-358-10,MANTENIMIENTO PREVENTIVO CORRECTIVO DE EQUIPO DE RAYOS X,direct,PETRÓLEOS MEXICANOS,"SIEMENS, S.A. DE C.V.",,,232000,MXN
ocds-0ud2q6-18572008-262-10,"MTTO. PREV-CORREC. EQ. DE RAYOS ""x"", MCA. SIEMENS",direct,PETRÓLEOS MEXICANOS,"SIEMENS, S.A. DE C.V.",,,370000,MXN
ocds-0ud2q6-18572008-086-10,"TUBO DE RAYOS X OPTITUP 150/40/80HC-100, REFACCION PARA EL EQUIPO SIEMENS",direct,PETRÓLEOS MEXICANOS,"SIEMENS, S.A. DE C.V.",,,217930.82,MXN
ocds-0ud2q6-SA-018T4N993-N2-2012,REEMPLAZO DE TARJETA DE ENTRADAS ANALOGICAS DE LA TDGL ZAPOPAN,direct,Pemex-Gas y Petroquímica Básica,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,20260,MXN
ocds-0ud2q6-SA-018T4N993-N2-2013,REVISION DIAGNOSTICO Y PUESTA EN OPERACION DEL PLC,direct,Pemex-Gas y Petroquímica Básica,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,33600,MXN
ocds-0ud2q6-SA-018T4N993-N6-2012,REEMPLAZO DE TARJETA ANALOGICA EN LA TDGL ZAPOPAN,direct,Pemex-Gas y Petroquímica Básica,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,20260,MXN
ocds-0ud2q6-SA-018T4N993-N7-2012,MANTENIMIENTO A SISTEMA DE CONTROL DE LA TDGL ZAPOPAN,direct,Pemex-Gas y Petroquímica Básica,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,102917,MXN
ocds-0ud2q6-GCM-SC-GTD-01/10,CONSTRUCCIÓN DE LA NUEVA ESTACIÓN DE REBOMBEO BERISTAIN DEL POLIDUCTO DE 24-18-14 D. N. TUXPAN - MÉXICO,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"ABENGOA MÉXICO S.A. DE C.V.;TURBOMEX REFACCIONES, MANTENIMIENTO Y SEGURIDAD INDUSTRIAL, S.A. DE C.V.",,,267093320.03,MXN
ocds-0ud2q6-4600018839,S REPARACION INST MAQUINARIA O EQUIPO,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,225000,MXN
ocds-0ud2q6-4500362801,REPARACION CONSERVACION Y MANTTO DE MAQUINARIA Y EQUIPO,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,49405,MXN
ocds-0ud2q6-4500363309,REPARACION CONSERVACION Y MANTTO DE MAQUINARIA Y EQUIPO,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,175950,MXN
ocds-0ud2q6-4500363325,HONORARIOS POR SERVICIOS TECNICOS,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,7250,MXN
ocds-0ud2q6-4500354873,ARRENDAMIENTO DE EQUIPO INDUSTRIAL Y DE OFICINA,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,33000,MXN
ocds-0ud2q6-4500351380,REPARACION CONSERVACION Y MANTTO DE PLANTAS E INSTALACIONES DE PRODUCCION COMPRESION Y ALMACENAMIENTO,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,132537.58,MXN
ocds-0ud2q6-4600017333,REP CONSERV Y MANTTO DE BIENES INMUEBLES,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,50000,MXN
ocds-0ud2q6-4500341810,REPARACION CONSERVACION Y MANTTO DE MAQUINARIA Y EQUIPO,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,42175,MXN
ocds-0ud2q6-4600017059,REPARACION CONSERVACION Y MANTTO DE MAQUINARIA Y EQUIPO,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,200000,MXN
ocds-0ud2q6-4500337236,MODIF Y REACONDICIONAMIENTO DE EQUIPOS INDUSTRIALES Y MAQUINARIA,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"INSTALACIONES ELECTRICAS Y SERVICIOS CUVISA, S.A. DE C.V.",,,135800,MXN
ocds-0ud2q6-4500536081,EQUIPOS DE BOMBEO,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,513313,MXN
ocds-0ud2q6-4500520158,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,2226626,MXN
ocds-0ud2q6-4500521952,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,354852,MXN
ocds-0ud2q6-4500512237,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,105313,MXN
ocds-0ud2q6-4500510449,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1006626,MXN
ocds-0ud2q6-4500509577,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,3851878,MXN
ocds-0ud2q6-4500505649,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,398117,MXN
ocds-0ud2q6-4500495055,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1200498,MXN
ocds-0ud2q6-4500491455,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1327437,MXN
ocds-0ud2q6-4500491085,Refacc. eléctricas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,373279.7,MXN
ocds-0ud2q6-4500487016,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,2613313,MXN
ocds-0ud2q6-4500487100,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,8454410,MXN
ocds-0ud2q6-4500487075,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,3053252,MXN
ocds-0ud2q6-4500487091,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,4964626,MXN
ocds-0ud2q6-4500481049,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,2626504,MXN
ocds-0ud2q6-4500453233,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1207500,MXN
ocds-0ud2q6-4500447063,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,4931565,MXN
ocds-0ud2q6-4500404791,Equipos eléctricos,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,155313,MXN
ocds-0ud2q6-4500394329,MODIF. Y REACOND. DE INST. DE PRODUCCION COMPRESION Y ALMACENAMIENTO,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1916191,MXN
ocds-0ud2q6-4500390064,MODIF. Y REACOND. DE INST. DE PRODUCCION COMPRESION Y ALMACENAMIENTO,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,3997311,MXN
ocds-0ud2q6-4500371572,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,54226,MXN
ocds-0ud2q6-4500364722,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1493000,MXN
ocds-0ud2q6-4500360339,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,200200,MXN
ocds-0ud2q6-4500348130,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,233313,MXN
ocds-0ud2q6-4500334362,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,135402,MXN
ocds-0ud2q6-4500307912,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,1084252,MXN
ocds-0ud2q6-4500297625,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"BOMBAS INTERNACIONALES MEXICANAS, S.A. DE C.V.",,,723313,MXN
ocds-0ud2q6-4500536276,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,157324,MXN
ocds-0ud2q6-4500465276,Equipos de bombeo,limited,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,10496,MXN
ocds-0ud2q6-4500526297,Equipos de bombeo,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,6240,MXN
ocds-0ud2q6-4500524137,Equipos de bombeo,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,1060,MXN
ocds-0ud2q6-4500518306,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,368660,MXN
ocds-0ud2q6-4500515469,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,1442427,MXN
ocds-0ud2q6-4500510240,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,340820,MXN
ocds-0ud2q6-4500506783,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,72510,MXN
ocds-0ud2q6-4500492570,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,11243,MXN
ocds-0ud2q6-4500491391,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,2700,MXN
ocds-0ud2q6-4500486034,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,220560,MXN
ocds-0ud2q6-4500474914,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,14235,MXN
ocds-0ud2q6-4500471442,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,30500,MXN
ocds-0ud2q6-4500470575,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,288846,MXN
ocds-0ud2q6-4500469044,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,62724,MXN
ocds-0ud2q6-4500455218,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,130677,MXN
ocds-0ud2q6-4500452612,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,77714,MXN
ocds-0ud2q6-4500450126,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,6884,MXN
ocds-0ud2q6-4500448185,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,198864,MXN
ocds-0ud2q6-4500448567,Turbinas mot. vapor,limited,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,58890,MXN
ocds-0ud2q6-4500446789,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,33421.32,MXN
ocds-0ud2q6-4500442844,MODIF. Y REACOND. DE INST. DE PRODUCCION COMPRESION Y ALMACENAMIENTO,limited,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,425111.52,MXN
ocds-0ud2q6-4500438082,Turbinas completas,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,101210,MXN
ocds-0ud2q6-4500434425,Turbinas mot. vapor,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,11160,MXN
ocds-0ud2q6-4500434429,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,1080,MXN
ocds-0ud2q6-4500428205,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,64394,MXN
ocds-0ud2q6-4500400531,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,15000,MXN
ocds-0ud2q6-4500385584,Refacc. compresores,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,13088,MXN
ocds-0ud2q6-4500379851,Refacciones bombas,limited,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,34262,MXN
ocds-0ud2q6-4500376824,Equipos de bombeo,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,30610,MXN
ocds-0ud2q6-4500365471,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,20087,MXN
ocds-0ud2q6-4500357793,Turbinas mot. vapor,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,15617,MXN
ocds-0ud2q6-4500357795,Equipo diverso,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,2083,MXN
ocds-0ud2q6-4500351809,Equipos de bombeo,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,52000,MXN
ocds-0ud2q6-4500345330,Refacciones bombas,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,1034853,MXN
ocds-0ud2q6-4500343369,Turbinas mot. vapor,open,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,151865,MXN
ocds-0ud2q6-4500335186,Turbinas mot. vapor,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,5538,MXN
ocds-0ud2q6-4500331986,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,14604,MXN
ocds-0ud2q6-4600016019,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,123974.55,MXN
ocds-0ud2q6-4500305777,Refacciones bombas,direct,PEMEX REFINACIÓN (Ahora Pemex Transformación Industrial).,"FLUIDOS TECNICOS, S.A. DE C.V.",,,8110,MXN
ocds-0ud2q6-18576102-004-09,"Trabajos de excavación, retiro y reposición de recubrimiento mecánico, relleno de excavaciones, desmantelamiento y acarreo de tubería desde el derecho de vía al almacén de Pemex Refinación en Tecate, B.C.",open,PEMEX REFINACIÓN,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,4135431.03,MXN
ocds-0ud2q6-18576102-004-09,"Trabajos de excavación, retiro y reposición de recubrimiento mecánico, relleno de excavaciones, desmantelamiento y acarreo de tubería desde el derecho de vía al almacén de Pemex Refinación en Tecate, B.C.",open,PEMEX REFINACIÓN,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,4135431.03,MXN
ocds-0ud2q6-18576005-108-08,MEZCLAS DE GASES,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,262348.2,MXN
ocds-0ud2q6-18576057-019-09,Nitrógeno líquido para el trienio 2010-2012. Bajo la modalidad de contrato abierto a precio fijo. Solicitud de pedido 10242010.,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,242367480,MXN
ocds-0ud2q6-18576009-090-07,"GASES INDUSTRIALES ENVASADOS PARA USO EN TALLERES Y LABORATORIOS, PARA EL 2008 Y 2009",open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,1820641.34,MXN
ocds-0ud2q6-18576005-065-08,GAS CARBONICO (HIELO SECO),open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,3884500,MXN
ocds-0ud2q6-18576011-005-08,Adquisiciýn de gases industriales.,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,10562,MXN
ocds-0ud2q6-18576007-092-08,"27,500 m3 de hidrogeno electrolitico",open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,2178000,MXN
ocds-0ud2q6-18576046-001-07,Suministro de Nitrogeno Lýquido en Týrmos en los Muelles No 1 y No. 2 de la terminal Marýtima Pajaritos,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,414000,MXN
ocds-0ud2q6-18576011-001-07,Adquisiciýn de gases industriales e hidrýgeno electrolýtico.,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,633,MXN
ocds-0ud2q6-18576057-021-07,"para la adquisiciýn de bienes consistentes en: Nitrýgeno Lýquido de alta pureza de 99.99%, bajo la modalidad de contrato abierto a precio fijo. Solicitud de pedido nýmero 30029260",open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,137060400,MXN
ocds-0ud2q6-18576046-001-09,ADQUISICION DE NITROGENO LIQUIDO DE LA TERMINAL MARITIMA PAJARITOS,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,661920,MXN
ocds-0ud2q6-18576013-001-09,Gases Industriales y Especiales Contrato Abierto aýo 2009-2010 Sujeto a Ajuste de Precios.,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,9331222,MXN
ocds-0ud2q6-18576007-169-08,reguladores de presion,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,187178,MXN
ocds-0ud2q6-18576003-041-08,GASES INDUSTRIALES,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,225531.2,MXN
ocds-0ud2q6-18576011-089-08,Adquisiciýn de gases industriales.,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,22868.86,MXN
ocds-0ud2q6-18576003-039-08,GASES ESTANDAR PARA CALIBRACION DE CROMATOGRAFOS,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,334465,MXN
ocds-0ud2q6-18576046-005-09,"Adquisición de Hidrogeno, Argón, Aire extra seco, Nitrógeno, Oxigeno, Helio alta pureza, Bióxido de carbono, para el Área de Almacenamiento y Bombeo de la Terminal Marítima Pajaritos"", Bajo la Modalidad de Contrato Abierto a Precio Fijo para el Ejercicio 2009",open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,42312.48,MXN
ocds-0ud2q6-18576003-009-08,GASES INDUSTRIALES,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,119991.6,MXN
ocds-0ud2q6-18576003-002-08,GASES ESPECIALES PARA ANýLISIS QUýMICO Y CROMATOGRAFICO,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,1046564.04,MXN
ocds-0ud2q6-18576057-032-09,"Hidrógeno electrolítico o cracking bajo la modalidad de contrato abierto a precio fijo. ejercicios fiscales 2010, 2011 y 2012.",open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,29367105,MXN
ocds-0ud2q6-18576046-001-10,"NITRýGENO LýQUIDO, HIDRýGENO, ARGýN, HELIO, BIýXIDO DE CARBONO, AIRE EXTRA SECO Y OXýGENO PARA EL ýREA DE ALMACENAMIENTO Y BOMBEO DE LA TERMINAL MARýTIMA PAJARITOS A PRECIO FIJO. PARA EL EJERCICIO FISCAL 2010.",open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,960342,MXN
ocds-0ud2q6-18576009-002-10,GASES INDUSTRIALES BAJO LA MODALIDAD DE CONTRATO ABIERTO [A PRECIO FIJO],open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,425948.64,MXN
ocds-0ud2q6-18576003-009-09,GASES ESTýNDAR PARA CALIBRACIýN DE CROMATýGRAFOS,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,696368,MXN
ocds-0ud2q6-18576003-043-08,GASES ESPECIALES,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,1082729.6,MXN
ocds-0ud2q6-18576005-033-09,Gases,open,PEMEX REFINACIÓN,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,3094385.66,MXN
ocds-0ud2q6-18576175-037-09,"REFACCIONES MARCA ""BENTLY NEVADA"" PARA EL SISTEMA DE MONITOREO DE VIBRACIONES",direct,PEMEX REFINACIÓN,SIEMENS AG C/O SIEMENS ENERGY & AUTOMATION INC.,,,446332.77,MXN
ocds-0ud2q6-18576004-162-09,"ASISTENCIA TECNICA DE INSPECCIÓN PARA EL MANTENIMIENTO DE LA TURBINA 101-JT MARCA SIEMENS INSTALADA EN LA PLANTA CATALITICA No. 1 DE LA REFINERIA ING. HECTOR R. LARA SOSA, EN CADEREYTA JIMENEZ, N.L.",direct,PEMEX REFINACIÓN,"SIEMENS AG POWER GENERATION I&C / SIEMENS INNOVACIONES, S.A. DE C.V.",,,10663.4,MXN
ocds-0ud2q6-18576004-167-09,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL SISTEMA DE CONTROL DISTRIBUIDO MARCA SIEMENS, INSTALADOS EN LAS PLANTAS DE FUERZA (SECA/SEVA) Y PLANTAS DE PROCESO DE LA REFINERIA ING. HECTOR",direct,PEMEX REFINACIÓN,"SIEMENS AG POWER GENERATION I&C / SIEMENS INNOVACIONES, S.A. DE C.V.",,,224630.36,MXN
ocds-0ud2q6-18576004-168-09,"RESTAURACIÓN MAYOR AL TURBOGENERADOR TG-202 MARCA SIEMENS T5496 DE LA PLANTA DE FUERZA Y SERVICIOS PRINCIPALES DE LA REFINERIA ING. HECTOR R. LARA SOSA, EN CADEREYTA JIM., N.L.",direct,PEMEX REFINACIÓN,"SIEMENS AG POWER GENERATION I&C / SIEMENS INNOVACIONES, S.A. DE C.V.",,,2498839.37,MXN
ocds-0ud2q6-18576004-156-09,ASISTENCIA TECNICAPARA LA TENCIÓN DE FALLAS IMPREVISTAS DEL TURBOGENERADOR TG-201 INSTALADO EN LA PLANTA DE FUERZA Y SERVICIOS PRINCIPALES DE LA REFINERIA ING. HECTOR R. LARA SOSA EN CADEREYTA JIMENEZ,open,PEMEX REFINACIÓN,"SIEMENS AG POWER GENERATION I&C / SIEMENS INNOVACIONES, S.A. DE C.V.",,,16273.18,MXN
ocds-0ud2q6-18576010-122-09,"Servicio de diagnostico de falla del rotor generador del TG-2 de 32 MVA, marca Siemens, de la planta Termoelýctrica de la refinerýa ""Miguel Hidalgo""",direct,PEMEX REFINACIÓN,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,123782.16,MXN
ocds-0ud2q6-18576010-085-09,"Servicio de instalaciýn y puesta en servicio de relevador de protecciýn diferencial 7UT6125 del transformador TR-17-1-B-1 de la subestaciýn elýctrica 17-1 de la refinerýa ""Miguel Hidalgo""",direct,PEMEX REFINACIÓN,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,249960.08,MXN
